PC1,PC2,PC3,PC4,PC5,PC6
1.4904171658032672,-0.680414674799158,0.9556198950031761,0.33493054834030284,-0.6825242257794419,0.18135329838132644
0.7032229041877609,-0.2525172058371691,-2.097556775175058,-0.7342436193232615,1.8312571426809818,-1.5252356526185802
-1.4037558189530488,-0.6131745577080229,0.5185886132823366,-0.18410244671413029,2.0144403398224546,1.9110171451974458
1.0309705467901444,0.5609328272484471,-1.364730621732438,0.46824524637239756,-0.3249310877343674,-0.8540581024880584
0.898673509440569,0.27203736973660175,1.7260166219821358,-0.41473760321175174,-0.5533121664309574,-0.9980567982340421
-0.0674363162325676,0.8225522160782475,-1.0494828172709174,-0.10260549876910226,0.4949338157646766,-0.7750539129829956
-1.0964273364426322,-0.9215320234669727,0.6871509360412309,0.025773428727806167,0.3417557222656483,-0.874490216061434
-0.7325764587007856,-1.115896562955462,-0.4083202478885215,0.186445996422318,-0.21945636604706534,-0.33523076768089294
0.10348018802458152,0.5896991278271898,-1.145898688316012,0.20432292330499421,0.3554349565234033,-0.91248911459407
0.9295909709890725,-0.5445230494052071,1.1932719809534607,0.15453465703979344,-0.39208747690478907,-0.8273572412375193
-0.5498537954305792,-0.5605684026505636,-0.08932383799582241,0.024123232961082333,-0.9533977400196867,-0.1323484331387799
-0.6366580360456228,3.5698274432063575,0.5171828164602851,-1.6109022239876691,0.5035213269401205,0.7566814023380475
-0.45719202631228095,-0.32708036338840446,-0.4756460749592117,-0.1917655444394454,-0.010388647446354125,1.87798106900557
-1.114457106418177,0.5928084668147492,1.6104773058248245,3.5300177842151106,1.2832777782450961,0.6805304661393575
-0.6677249002632196,-0.9710344127513979,-0.04600843758715609,0.07990018094125485,0.20910745458537625,-0.23588474651212976
-0.48988812714650426,-0.7790561279601818,-0.29761113745975865,0.16184795856419468,-0.7864650268000335,-0.23732335544730374
0.08276281483245225,0.9742193605694088,-1.1429025245566367,0.10237914433201219,-0.0037323763119343108,-0.8206735732813188
-0.20929564150013866,1.6523001218845166,-0.4000720209436058,-0.552967641403967,0.17213786840607948,-1.143249627614785
1.9565121708802395,-0.6048449972616947,1.2255203021039445,-2.8791526191350507,2.8244607598862,-0.774288313633224
0.3297149150078533,0.2548074086593529,-1.650529315218636,0.34430242488341967,0.07040655476716957,-1.6135090735972661
-1.9057621906473325,0.8926990229187188,1.8005903364724987,-0.9343999586246133,1.8179137530194407,1.3716762758624086
-0.8634966411118272,-0.48512794257820485,-0.004606193847944098,-0.05187115990808253,-0.46983248338440337,0.1404240626884559
1.383400806681473,0.000802356412869722,1.2653322011186958,-0.44056723581618806,-0.501138837400213,-0.310270125008156
1.7956339494237237,-0.52388829942907,1.3318056795628446,-2.715847538103469,2.6629284406420477,-0.9151797473779811
-0.7918372183275102,-0.7930205183305165,0.23374393204746305,0.16703966890460822,-0.13910570231322003,-0.5272887747820298
1.6077098502745029,0.28410375492873186,1.7670818728177928,3.540684510120666,0.6937746391484257,0.4896031399951852
-0.5995716582449124,-0.5952941238764363,0.4385980269259691,0.08434294598189707,-0.6941676650571014,-0.3446811458384313
-0.7315035762489271,-0.19929401114415565,0.0032103129787726735,-0.12083360862833306,-0.603908747551954,0.24276597406336647
1.2649490008813766,0.46465289773286916,-1.0714237171954613,-0.36244346752863943,-0.18146576070315426,3.6432406624806353
1.4639480366135513,-0.45541029850884385,0.6768564925166705,0.11660461460015148,-0.7425319951769211,0.04729379489858913
